name,stars,title,review
Nikhilpk,1.0 out of 5 stars,Average,Not that good at that price point 84k is a lot of money beside the charger that i received with the product was defective
Aswin & Prithiv General Store,1.0 out of 5 stars,Very worst product from apple. Don't buy at any cost.,"Very worst product from apple. Don't buy at any cost. Display will get broken automatically.Lot of customers facing similar issue.Applee support will never replace under warranty even if you send legal notice. You need to pay Rs.35,000."
Kiran Kumar Ghosh ,1.0 out of 5 stars,Not a price for a Laptop!,For an Indian consumer 2 lakh + for a laptop is not worth it. There are way better laptops at 80k and does the job really well. Still looking for a mac - you have MacBook Air that’s is mush lighter in weight and fast.
SOHIL KHAN,1.0 out of 5 stars,wrost camera ever,"i had a 2020 macbook air and 3rd class camera fit in the 100,000rs laptop. and apple support team not properly giving any answer guys buy before camera out side the showroom not in showroom lights its to grenisss. wrost product ever...."
Amazon Customer,1.0 out of 5 stars,Motherboard dead in a year. Don't trust them!,Bought MacBook Air 2020 i3 model in 2020 and after using exactly for an year it turned off automatically and was not turning on. The logic board is dead and costs around half the price of the laptop.....never trust the apple products
Kirandeep Sodhi,2.0 out of 5 stars,MacBook ? No please  ! NEVER  ever again !,"After having been an avid windows user through HP/dell laptops , I too got bitten by the bug of owning an apple product . So went and bought an apple MacBook Air with MI chip in sep 21 . First impressions were : wow , such a beautiful piece , great display , great sound quality etc etc . Needed adjustment to working with a mac after being with windows throughout but saw that as a thing I would eventually overcome . Fast forward 4 months of usage and despite the extreme delicate handling of the laptop , one fine day without any cause , suddenly the display went off and I started seeing a blank screen . Spoke to apple customer care , was directed to got to the local service centre , went there only to be told that warranty doesn’t hold in this case as the display would fall under accidental damage . Accident ???But when did that happen ? It neither fell down , neither did I keep anything heavy on it nor did I close it , nor was it being charged at that time !!!! . tried telling this to the service centre , then called up the customer care , shared the pics of the display and asked the same thing again , how can they call it an accident when no accident has happened , Got the best reply ever : Only you know or God knows how it happened . Wow , what a wonderful reply ! Apple is out of it . It’s between you and the grand master now . So what do I do now ? Get the display repaired at a cost of Rs 32,000 . Wait ! what ? 32 k ?So guys , I have had a very bad experience with the product as well as with the service centre and customer care . I am wary of getting the display repaired since I don’t know what caused the damage in the first place so what is the guarantee that the repaired screen will not suffer the same damage again .Now I am back to searching for a new HP / dell /Lenovo laptop for myself . Missing the sturdiness , economical maintenance ( a new display in this would cost abt 5k) and the windows interface . Bye Bye MacBook. And thanks to Apple for the worst support and care for their customers ."
Dr. Samar Roychowdhury,1.0 out of 5 stars,Worst Product - Pls dont get fooled,This laptop hangs a lot. The screen resolution is low & bursts when zoomed in. Battery life is not great in performance as per the mac products
Dcas,1.0 out of 5 stars,Screen cracking with no physical impact. Extremely fragile,Screen cracked within 10 days without any physical impact.Now apple service centre is asking 30k plus for repair. There have been multiple reports of the same hapenning to other peopleThe hinge is also very tight. Can't open with one hand
Srinivasa R.,1.0 out of 5 stars,You are very bad and I will be there in the morning and I am a good friend and I am,I hate this computer it is not worth the money it broke very easly aand it is fake. I bought it and was a toy my little brother let ked it
RAJAT VYAS,1.0 out of 5 stars,Too much expensive for indians,no need to buy this if ur not a rich person ur min income 5 lakh pr month then u think for this
Nithish,1.0 out of 5 stars,Price is too high,
Placeholder,1.0 out of 5 stars,don't buy  on amazon,It's cracked and when i first time i turn on it coming lines on screen amazon worst coming in world
Amazon Customer,1.0 out of 5 stars,"Fragile, not worth it",It just touched the side of a wooden table and got dentedIt’s too fragileNot value for money at all
Mayank Tiwari,5.0 out of 5 stars,Everything you need at this price!,"I got this to replace my 7 years old Windows laptop and the difference is massive. This thing sprints past anything you throw at it. I primarily use it for my office work added to the Photoshop and Premier Pro edits in bits and pieces. It is unbelievably capable and efficient for a laptop that does not even have a fan to stop it from thermal throttling. I am listing down some of the pros and cons that I had found on using it for my daily tasks.Pros:1. Superfast M1 Chip. Nothing in the market at this price compares to what it does.2. Display: It is gorgeous. Windows laptops at this price give you a 1080p at max and this is 2560x1600. True Tone adds fire to it.3. Apple ecosystem: If you have an iPad or an iPhone, using devices together is effortless.4. Battery Life: It is insane. I am getting 12+ hours of SOT regularly with mixed usage. Having to charge a laptop once in 2 days increases its practicality exponentially.5. Design: It is flawless, sleek and lightweight.6. Trackpad: You dont see people talking about this part of MacBooks quite often but I think we should. It is amazing, the taptic feedback, the precision and the gestures are so good that you will never feel like going back to a physical mouse.Cons:1. Ports: The biggest issue for me is the lack of ports on this MacBook having only 2 USB-C and a 3.5mm audio jack, you sure need to buy an adapter right away to use almost everything with it.2. Camera: The 720p camera in 2021 sucks. It is not acceptable even with the optimisations Apple brought in with Big Sur.3. The price: The base model is only 256 GB and additional RAM or SSD costs a fortune.At last, I think if your usage is medium to heavy load on a regular basis, you should rather go for the Pro which has a fan to reduce the chances of thermal throttling causing a drop in performance. For everyone else, this laptop is more than you need."
anish,5.0 out of 5 stars,MacBook Air - This is my first MAC laptop.,"Alright, I have been a long time Windows User, and I must say that this laptop has been quite amazing. I mostly use this for minor video editing, using my cloud apps, working on my projects, coding and development, and for watching videos and browsing constantly. I had slightly dipped my toe in the Apple ecosystem back in 2020 when I had purchased an Ipad, which became my main computer for web browsing and reading books device. It also made me not use my main Windows computer even less as pretty much 60 percent of my workflow was transferred to my iPad. Now this MacBook has become my main device for basically every computing task I can think of. The typing experience has been stellar, quite simply the best keyboard on a laptop hands down! Also the built quality and the hinge design of this laptop made me feel safe to use this as frequently as I want and for as long as I want.My experience with Windows was on a sharp decline from being quite usable to getting in the way of my productivity. The amount of maintenance that my Windows PC requires was mind boggling, especially towards the end of its life cycle. This laptop was preceded by a computer with an FX 6300 chip and 8 gigs of RAM. So naturally, this was just a massive improvement. This laptop has scored 3 times the score of my previous computer on GeekBench. I can feel that difference in general usability and I personally feel that by daily drivering this laptop I have become a part of a revolution in the computing space. The apps in this mac have never taken more than 5 seconds to boot. Doesnt matter if the app is x86 or an ARM based app, all of them are super optimised. Also almost every general app has a 64 bit version out now so you can have that app in your system regardless. Now I realise that most people who will be buying this laptop are going to be either artists or developers, but even if you are a general user who wants a decent computer to learn stuff on or to use it for spreadsheet or document work, then this laptop is value for money, provided you have the budget for it. However, you do pay the Apple Tax with this product much like you do with every other product that the company has released in the country. If you can get it from US or UK, it is worth getting from there as you will obviously save copious amounts of money and you can also redeem the 1 year of international warranty should the need arise."
susheel chandra,5.0 out of 5 stars,Most affordable laptop in the category,"Although my purchase doesn't show it as verified, I have bought the MacBook Air on Amazon.I have transitioned from windows to Apple MacBook knowing that it's the first time that an apple device is actually value for money . This MacBook simply put just feels like a high end mobile phone. It's so smooth, buttery animations, excellent trackpad, excellent battery life and performance.Things that impressed me instantly:1. Display2. Speakers3. Trackpad4. Build Quality (Dense and strong)5. Battery life6. Performance7. Safari8. Wifi 6Yes, I was confused for a day but got used to whole macos and as a windows user once you get used to the macOS, you will start appreciating the laptop even more. OS wise, I would still like windows for office work. Air would be the best personal laptop where I am doing a lot of browsing and some coding for personal use. I dislike the folder structure and files part on Mac OS, so it's a no go for me for professional use unless I am forced to use it in the office.Issues:1. Absolutely nothingThis is not a specs game but what Apple is offering for 90k is much much more than the comparable laptops on the windows side. You cannot beat the build quality and smoothness on Mac.I am very impressed and hopefully the previous versions are nothing like this or else I would be disappointed that I didn't get this machine earlierUpdate after 1 month of usage:1.) Facing download issues in app store sometimes where the download speed is too slow. I think this is mac os 11.2.3 issue2.) Display is 2.7k and is crisp for a laptop. Speakers sound great. I have tried my headphones and BT earphones, both seem to have enhanced sound quality while using on a Mac. Maybe they have put a quality DAC.3.) Can't install windows through bootcamp, can do with parallels but parallels is expensive.4.) The default office apps are of no use (pages, numbers etc). I am currently using libre office but office 365 would be great. If you buy windows laptop of similar price, most probably you will get office suite for free5.) Some apps don't work well, they keep crashing (ex: Spotify, Twitter).6.) For basic use, I think nobody needs a macbook air, because there is good amount of downside if you are transitioning from windows. If you are into video editing or coding, I would highly recommend this product.7.) iPhone and iPad apps suck. Don't even need to download.8.) You can't play games because of Apple's decision . Apple arcade and apple tv+ have disappointing games and tv shows. Not worth paying a pennyVerdict: I feel the app transition from intel based to arm architecture is still incomplete and has a lot of scope for improvement. If these base laptops are going to be the cheapest in the line till next year, I would recommend you to buy else look for later editions which are rumoured to come with mini led display and more ports with more processing power."
Shiran Lone,5.0 out of 5 stars,Super excited,"If we could get it for around 70-75k with some kind of discount that would b huge.. anyways, super excited."
Prad,5.0 out of 5 stars,THE BEST!,"Best in class. Performance, Display, Battery backup are above excellent.A must have for every tech geekBought this after selling my Yamaha R15, but no regrets.... It's speed is better than R15. 😅"
Kamala gude,5.0 out of 5 stars,The best!!,"The hardest part about buying a macbook air or any apple product for that matter is not worrying about the price, but choosing the colour.Initially, looking at the photos, I thought gold would look nice and unique but when I went to the store and checked it, it seemed to be very cheap and tacky. However, at the end of the day, it all comes down to personal preference.Anyway, this left me with two options, namely, silver and space grey.Silver seemed a little too plain and boring and it kinda looked like all the other models and was a bit over-contrasting. So I ended up picking space grey. Although people online mentioned it to be dull, when I went and checked it out in the store, it looked super classy.Before ordering on Amazon, I'd highly recommend you to first go to the store and check the colours out. Don't rely on the photos online.Also, don't be apprehensive about purchasing on Amazon cause u will get a genuine product. Make sure to check your serial number on the Apple website. Plus, to avoid scratches, refrain from using laptop bags with zips and avoid wearing watches or jewellery while using it.This is by far the best laptop I've ever come across. It's worth spending those extra 15-20k. Don't even think while choosing macbook vs windows. No windows laptop could ever come close to macbook air.Also, refrain from buying the latest macbook pros worth 1.5l+. They're so not worth the amount you're paying. Most features are exactly the same as air and there's no major difference except for the touch bar which is crap in my opinion."
Manav S.,5.0 out of 5 stars,Value for money purchase,"This is one of the best laptop I have used in the recent times. Whatever other positive reviews have stated is totally correct. Best thing about this laptop is that it stays cool no matter what you do. It has the best battery backup out there. I am getting around 14-15 hours on a single charge. The display is top notch with great viewing angles and good brightness levels. The output from speakers is a melody to your ears. I won't say a word about the chip. I think even after m1 pro is released, this would be the one that will sell in numbers because former would cost around 2 lakh in India. Most of the softwares are now available for Aarch64. I am a developer and still haven't installed Rosetta 2. Recommend to use Safari as your daily browser as it saves a lot of battery life and it's blazing fast. Will add a 3 month review after some time."
Saket Besariya,5.0 out of 5 stars,Awesome speed and features - Bye bye anymore hanging and booting time,The media could not be loaded.  Pros:SpeedDurabilityFeaturesLight weightEasy to carrySaves timeSturdy keypad and mousepadCons:At this price Apple should provide at least 512 GB
syed nadeem,5.0 out of 5 stars,Dont look beyond this,"There is nothing that I could have asked more from this machine and from the seller “Amazon”I m a programmer and have always relied on beefy systems for my usage. I was a little apprehensive about the machine but went a head as there was a huge discount on the prime day sale on the 16 gig model.So far Im mighty impressed with this machine and to give you a context, I have been using 2019 model MacBook pro 32/1 Tb version for my office. I cant make out any difference in performance between the two and to be honest this one is a silent and compact machine that I prefer over the MacBook pro.A special mention to the battery. I have never seen a laptop give moe then 5 hours of backup while the cpu usage of more then 55%.This is one product which is the most value for money from Apple. Period"
byegaurav,5.0 out of 5 stars,Incredible,It's the best laptop i have ever used. It's lightening fast. There is never a lag in any activity. All the programmes open in a blink and everything runs just too smoothly. For all the speed enthusiasts ... This is the best machine your money can buy.
Himanshu Kumar,5.0 out of 5 stars,Got 512 gb one at 92.5k. Very happy with the product,I was looking for a efficient and fast laptop for office work and studies. Was confused with dell laptop with good components or this. Chose this and Very happy with the choice.
Nalin,5.0 out of 5 stars,"Go For it, Only If you want MAC",GREAT KEYBOARD3 DAYS BATTERY LIFEGOOD PERFORMANCEOKAY FOR GAMINGAVERAGE FOR WINDOWS BASED APPUSELESS FOR IOS APPS
Harsh V.,5.0 out of 5 stars,Not fake !!,I was so scared before placing the order seeing the mixed reviews. I am glad the product is original and came in perfect condition !
Sajal,5.0 out of 5 stars,Awesome product,"The media could not be loaded.  Awesome product, go for it"
Devansh,5.0 out of 5 stars,Perfect laptop,"It's a perfect laptop with great specs ,screen, build quality ,battery ,performance .In this price range , No windows laptop comes even near to this macbook airGo for it ! Value for money !!! Really loving the experience of using it"
Virender Singh Rana,5.0 out of 5 stars,M1 is the best!,I have both Macbooks i5 and M1..trust me M1 is a game changer.
Mayank Jha,5.0 out of 5 stars,Grab This Fast,The media could not be loaded.  Superb ✅❤️ No Words Available to Explain this machine in this budget range I get 79990/- Only
RAKESH GURJAR,5.0 out of 5 stars,Best choice for students.....,I am very happy....its macbook is very amazing performances nd display..and all actions battery backup is amazing 15 hour to 18 hours ..at last thanks to Amazon nd support shop.....
Laxmi Prakash,5.0 out of 5 stars,Awesome some purchase,I am happy with laptop performance and looks.
Aarush Gupta,5.0 out of 5 stars,This product is value for money. Seriously apple have upgraded.,Apple Mac book Air is a beast in small leap.It's battery life is more than excellent. And screen obviously. But there is one problem that in app store very selected apps are available.
Waseef,5.0 out of 5 stars,My first Mac,Thanks Amazon for swift delivery. Mac is for professional. It's build and speed unmatchable to its competetiors. I am in love with it.
Vikas wadhwa,5.0 out of 5 stars,Best value of money,Best value of money
Rajiv Das,5.0 out of 5 stars,Original product,Original product
Devang Patel,4.0 out of 5 stars,Overall good experiance....,We got a good deal after considering Gst deduction n all.... good for business purpose...
Adheep Mohan,5.0 out of 5 stars,Excellent Laptop for personal use,"Screen getting bad markings fast, which is the only negative I have as of now. Otherwise I am really satisfied."
Vinay Pannu,5.0 out of 5 stars,You’ll need an external ssd storage and must buy 8/264 model of mac.,"Awesome Product, but order a samsung T7 500gigs of ssd with it."
Avi,5.0 out of 5 stars,Great buy,Grab it quick
Mohammad Parvez,5.0 out of 5 stars,"Speed, Light weight and battery life","I bought this in Amazon sala and this is amazing machine it's fast, thin, light weight and very long bettery life."
Kanwar Ahmed,5.0 out of 5 stars,Nice product,Very good product
sagar,5.0 out of 5 stars,good,good
ARUNAVA GHOSH,1.0 out of 5 stars,AVOID AMAZON FOR APPLE PRODUCTS,"Strongly recommend DO NOT BUY any apple products either airpods, ipads, mac, iphone or even apple pencil or charger from Amazon! Because even after the ""7 days replacement"" note on the seller or the product page, Amazon not gonna provide you a straight simple easy-going replacement at your door step.No matter what ever product you've received, duplicate or broken or even a empty box....They gonna straight send you to the service centre & after that service centre will guide you further! Amazon call it ""apple products policy"" they never mention! & You have to visit the service centre & collect documentation & whatever needed in between the replacement policy days!Remember service centre always tries to repair the product.& Even after that you not gonna have a straight easy refund!!When you finally have to visit the service centre for a return policy even if you get a duplicate or defective product, which not gonna happen from your home, then why to buy it from online & not from a retail store!?"
Amrit Patra,5.0 out of 5 stars,Absolutely stunning,Speed 5/5; display 5/5; audio 5/5
Shiva,5.0 out of 5 stars,Experience with Mac is excellent BUT !!!,"- The transition from windows to Mac will take time like keyboard shortcuts, track pad shortcuts, e.t.c and we have to be patient- Microsoft office has to be brought separately in case of collaborating with other window OS user. For others, Pages, Numbers and Keynote is very good.- We have to check softwares in https://isapplesiliconready.com and check whether it is available. Because some of them are not supported by native m1 EVEN NOW.- In collaboration, Microsoft Teams is still not support by native m1 which is not at all good.- For backend development: NetBeans and Eclipse is still not supported with native m1. But we can use Visual Studio Code with required plugin till the support is available.- Using softwares with rosetta 2 have some significant battery drain when compared with native m1 softwares. Though it will not noticeable for normal usersOther than that Mac is :Very light weightBattery is excellentNo performance issues so far for development activities"
Md Imtiaz,5.0 out of 5 stars,Satisfaction in hands,I got it on an exchange offer and upgraded my 2017 Macbook Air. This is the fastest laptop I have ever worked on. Satisfied with the buy.
Imran Khan,5.0 out of 5 stars,M1 air is leaps and bounds ahead of competiotion,"If you can live with the fact that this has a tiny screen at just 13.3 inches, in all other aspects this is far superior and years ahead of it's competition"
MRG,5.0 out of 5 stars,As always apple rocks ..,"Super fast , nippy, noiseless, gr8 displays"
Soundararajan T,5.0 out of 5 stars,Worth for the amount,The laptop is very good even after one hour continues usage the outer surface is cool. No heat issue. Display is very good. As for as camera is concerned it is 720 camera the quality is good. Worth buying.
X,5.0 out of 5 stars,Value for money,Never thought I'd say that about apple. What a machine! Got it for 77K and is my best purchase yet. This completely changes how we used laptops in the past.
Haneesh Thakur,4.0 out of 5 stars,Very good for its price,Nice and clean design. Screen has a little thicker bezels and the body gets extremely cold in winters. Other than that i love how it sounds and other multimedia features. Battery life is exceptional and the m1 chip is a powerhouse.
Amazon Customer,5.0 out of 5 stars,Awesome,Awesome laptop. Display and speakers are outstanding
Imran khan,5.0 out of 5 stars,Superb processing speed,Excellent processing speed
Dharmesh,4.0 out of 5 stars,Amazing product delivered at fastest speed by Amazon like in US,"Retina display is just great, I resisted buying my first ever MacBook Air for long due to earlier versions not having Retina display. Battery life is just like what they mention. Screen size could have been better with more thinner bezels, otherwise it’s perfect product. Although prize is on bit expensive side but buying it during Amazon great Indian sale with good discounts made me go for it instead of Dell or Asus which I was planning to buy."
DHARMENDRA PATHAK,5.0 out of 5 stars,Just wow.. don't think too much.. simply buy,"I have gone through almost every other companies brands before buying this one. It looks far better than the images shown. I highly recommend this if you have budget. Being a technical person, I assure you can do anything with it i.e. daily routine tasks, programming etc. Thank you Amazon for on-time delivery and this excellent product."
Pratik Joshi,5.0 out of 5 stars,The laptop is amazing. Beats MacBook 16 intel in geeks benchmark,The laptop is amazing. Beats MacBook 16 intel in geeks benchmark.This is the beast.
Gireesh Nasina,5.0 out of 5 stars,Awesome,
Ayush,5.0 out of 5 stars,It's just flawless machine.,
Rhizomatic Consulting LLP,4.0 out of 5 stars,Great Deal from Amazon,"Received a very good deal from Amazon with reduced prices, cash-backs, no-cost EMI and GST benefits too when buying on the company account."
Amazon Customer,4.0 out of 5 stars,"The best out there, but..","Well, makes no sense to write a review on its pros, everybody knows it. It's the best out there.Just before you go for it, remember the following:1) Dongle based bluetooth mouse might not work with this.2) Check the software/libraries you want to use with this. Not all have been migrated to the arm architecture.3) Only two usbc ports. You HAVE to buy a dongle worth a good 4-6k along with it."
Dipankar S.,5.0 out of 5 stars,Superb battery and Magnificent performance.....Must go for it,"Superb battery 🔋, magnificent performance and light weight are few attractive features of the laptop"
Amazon Customer,5.0 out of 5 stars,Great experience till now,I m loving it. Smooth like butter. Great battery life. I charge it once in a day for full day usage. Superfast charging too.
Surinder Singh,5.0 out of 5 stars,Great product!,"MacBook pro with m1 pro is a gigantic upgrade from the intel macs. Although expensive, its worth the price if you can afford to buy one. I am most impressed with the mini led display. Here are some pros and cons I found:-Pro’s1. The display. You get the better xdr display on this machine than the pro display xdr.2. M1 pro has the perfect balance of battery and power. M1 max has higher gpu performance but takes a chunk of your battery as well. Ymmv.3. Speakers. It’s loud, clear and has a ton of low end. Thoroughly impressed.4. It’s a quiet machine and doesn’t get hot.5. Lack of touchbar.6. It looks much more sleek in person.Con’s1. Magsafe is too tight. It takes your machine with you if you pull the cable at a straight angle.2. Camera smoothes your face too much. Looks average.3. Notch is an eyesore but you get used to it.4. Safari doesn’t support 120hz for some reason. Apps in general needs updating for 120hz.5. Hdmi 2.0 instead of 2.1, 4k 120hz not possible from hdmi port.Overall, it’s almost a perfect laptop if you know how to utilise its potential.Great job apple."
Sanchit Khandelwal,5.0 out of 5 stars,Excellent All Round Laptop,"I was really torn between MBA and Asus Zephyrus G14 in the festival sale; both were coming at a great price and are really good at what they do. I was a little biased towards G14 initially due to familiarity of windows and since it can game as well. But finally, after much deliberation I went with MBA, since it does all the basics so well and got it an excellent price of 71k in the sale!And boy, oh boy! What a good decision that has been. The battery life, high resolution screen, speakers and overall build quality are all excellent. I regularly get more than 12 hrs of battery life in my daily use, the machine is always on and wakes up in less than a second. It also never got hot with my daily use, even without a fan. The Mac OS did take some time to get used to it but is overall a very polished OS. I would recommend any prospective buyer to watch a few YouTube videos to familiarize them with it to ease the transition.Overall its a great laptop and you can't go wrong with it, unless you are working on some specific software which doesn't have a Mac OS substitute or unless you like to game on your primary machine."
Anandarajan V,5.0 out of 5 stars,Excellent,Excellent product from apple. Good packaging and delivery by Amazon.
M.s.Qureshi,5.0 out of 5 stars,Value for money deal❤️❤️,It can do everything that a windows cant
Ganesh Kumar P,5.0 out of 5 stars,Remarkably fast performance,"This was my first Apple laptop, Pretty good user experience. Nice keyboard, lagfree performance"
lokesh,5.0 out of 5 stars,Best exchange deal I have got,Awesome product very light weight
Mrityunjay Gupta,5.0 out of 5 stars,The best laptop out there for programming and for basic use too!,There is nothing to not like about this laptop!
Dhyey b.,5.0 out of 5 stars,Decent And Best Laptop Ever,"One of the best laptop in the segment, don't think too much before buying it. I thought screen size would be small for me as a programmer but its quite decent. Keyboard and Trackpad are massive and excellent. Thankyou apple for the best laptop."
Influencer Network India,5.0 out of 5 stars,The best buy so far,I just love the experience. I wanted something new & fast. This product is the best companion for you. Do pick this even if you have to pay a little extra.
Padmanabhan B,5.0 out of 5 stars,Amazingly beautiful and sturdy laptop,Bought this laptop almost a 3 weeks back. This has been a perfect companion for all the computer related work. Transition from windows to Mac has been smoooth with all the available training online. The stability and battery with this macbook after M1 upgrade is phenomenal. It is quite long lasting machine and will prove to be...
Ankush,5.0 out of 5 stars,"No chances being fake, Good seller, if malfunctioning use warranty with apple",Great Product..Full warranty with Apple..
Divya,5.0 out of 5 stars,Excellent performance,Excellent performance
Harshit Maurya,5.0 out of 5 stars,M1 definitely is fast,Faster than most leading Intel (laptop) processors.
Thathagat,5.0 out of 5 stars,Powerhouse,"Get this one be sure of settling for nxt 5 or 6 years easily. This is that fast and good.This M1 chip is something which any window laptop will take at least 3 or 4 to even get closer to its performance.This is. Expensive laptop not for everyone but for some one who has taste, class and hunger for best in class. My 3rd Macbook in last 16 years.Go for it and fall in love.Hit like button if u liked the review:)"
Anonymous,5.0 out of 5 stars,Great purchase. Ioved it. It's a perfect machine from every way.,"Nothing to dislike, everything is great"
Akshay,5.0 out of 5 stars,"Its Simply Excellent ! Super-fast, Smooth and Battery life also Awesome.","The product is very good.. Best delivery by Amazon... Super-fast, Smooth and Battery life also Awesome. Macbook Air Gold color looks similar to Rose Gold and its so nice. Its so light and no need to think when it comes to Quality."
Shashank Soni,5.0 out of 5 stars,Insane machine!,"True beast in every aspect, except for its dimensions, my first apple product and I am glad that I purchased this instead of going for a Windows laptop."
Kumar Abhinav,5.0 out of 5 stars,Amazing laptop.!!!,Got this laptop as an Anniversary gift...This is tye best laptop I have used so far...battery performance is too good...it is so easy to carry owing to its light weight.
Nisheet,4.0 out of 5 stars,Small screen size,Giving it 4 star just because screen size could have been 14 atleast.Also no fast charging is available .
Ankit,5.0 out of 5 stars,Best,"I feel motivated using this super fast machine, I switched from Dell (intel core 2 duo) ;)"
Ameer khan,5.0 out of 5 stars,Value for Money,A bit expensive when we compare with today's intel or AMD based windows laptops with rtx 30 graphics . But this apple M1 terms of overall performance . It is far beyond what windows laptops can offer in same segment . 💻💻💻Please give a like to my comment . Thank you Amazon . 💖💝⭐️🌟🎉🎉💐💐
Karandeep Malik,5.0 out of 5 stars,A performance packed machine,"This is my second macbook air and like my previous macbook air 2017 this one made me go ga ga as well. I am very impressed with the battery back up and processing power of this machine. I had to buy a connector for various ports which is a pain as this version has only 3 ports. 2 USB-C on one side and a 3.5 mm audio jack on the other side. The display is awesome and clear. This version is a little heavier than 2017 Macbook air though. 256 GB sdd space was enough for me as I have external sdd and hdd where I store most of my data. The charger is different from the earlier Macbook Air 2017. Firstly there is no separate extension cable as was with 2017 Air. The charger is a USB -C charger and after connecting the charger only one USB -C port remains free for use which makes a connector must. The connector that I purchased had 2 male USB C ports on one side to connect and 2 USB - C female, 2 USB - A female, MMC Card female and HDMI female port on other ends. The Air comes with MacOS Big Sur pre installed."
Ameer khan,5.0 out of 5 stars,Value for Money,A bit expensive when we compare with today's intel or AMD based windows laptops with rtx 30 graphics . But this apple M1 terms of overall performance . It is far beyond what windows laptops can offer in same segment . 💻💻💻Please give a like to my comment . Thank you Amazon . 💖💝⭐️🌟🎉🎉💐💐
Ahmad Naik,5.0 out of 5 stars,The best value for money Macbook in years.,"The M1 obliterates other laptops in price to value comparisons. While it is not necessarily the powerhouse some might claim - it breezes through almost all regular daily use scenarios. It’s well built - has a keyboard that’s miles better than the ones in the past few years, a decent screen - and is possibly one of the easiest macs to recommend. If this fits your budget - and you’re not a heavy gamer or professional video editor or something along those lines - go for this blindly. It’s that good."
Aayush kumar,5.0 out of 5 stars,Best,
Sumi D.,5.0 out of 5 stars,Must buy product,Awesome product..thanks to Amazon..
Kailash rp,5.0 out of 5 stars,ITS A GREAT PRODUCT BY APPLE. 100% SATISFIED,I WAS A 2019 MACBOOK PRO USER BEFORE GETTING THIS MACHINE BUT AFTER USING IT FOR A WHILE I FEEL THIS PRODUCT IS EVEN BETTER THAN THE PRO IN MY VIEW/ BECAUSE1=MORE PORTABLE2=GREAT BATTERY3= LIGHT WEIGHT4= FASTER M1 CHIP
Sushant Chindarkar,5.0 out of 5 stars,Simply Awesome 😎,Finally a value for money product from Apple. Now they are offering great product according to the price tag.
jack,5.0 out of 5 stars,Loving it,"Loving the whole experience, it’s fast, gets the job done. I wish they had given matte screen and more port."
Shambhu Kumar Jha,5.0 out of 5 stars,Ausome Product,Most Beautiful and Ausome Product ... So smooth laptop.............. And it's processer is very best and fast laptop .... So Ausome
S M NADEEM AFAQUE,5.0 out of 5 stars,Quality,"The media could not be loaded.  It's stupendous. I can not interpret how much good it is. The quality of product is so well. Magnificent design, marvelous slim, splended colour, super thin. I have not seen this type of laptop before. I recommend all to purchase this for any purposes & project."
Shivam,4.0 out of 5 stars,Just want to say Awesome,
dileep,5.0 out of 5 stars,a perfect combination of slim and powerful,...but it would be better if 16gb version also launched as it was already there in american market
Amazon Customer,5.0 out of 5 stars,M1 is a Beast!!!,"Excellent battery life. I charge my phone more than my laptop now!!!! Plus, amazing performance."
oindrila saha,5.0 out of 5 stars,Fabulous experience!!!,
Rakesh L Asokadas,5.0 out of 5 stars,Good,Good
Bala,5.0 out of 5 stars,You need to own a mac to believe it,"Amazing screen quality and display. Need sometime to get used to gui (especially for people accustomed to windows) and the menu of the os. Performance is silky smooth and the charging is super fast. Expect a battery back up of 15-20 hours.Routine tasks like file transfer, copy paste etc seem cumbersome at the first instance and need some getting used to. So is syncing your data with your iPhone. I found it a little cumbersome compared to the simple data transfer between a windows pc and an android phone.Two ports are too less and hence you would need accessories to have usb ports/hdmi port/card reader etc.Overall a wonderful experience and worth every penny."
Abhi modak,5.0 out of 5 stars,Just amazing,Yes Amazon gives me the dates of 18th of October but when I saw that my parcel is already in my final destination I run to the courier office and I collect it from there only........the in-hand fill is amazing ..thanks to amazon
Vishesh Bhagwat,5.0 out of 5 stars,Unmatched performance,Absolutely zero cons. 100% bang on product.
Ojasvita,5.0 out of 5 stars,Value for money,The media could not be loaded.  Worthy to money.best experience
Subhankar Dhar,5.0 out of 5 stars,The best you can have,"Bought it at a price of 65k after all discount and laptop exchange. But it's awesome. The only con, which is normal for all apple product, is connectivity. Need to purchase some more items to make it useable. One more drawback is MS office is not available and so I'm facing some problem."
Hanmant,4.0 out of 5 stars,I can’t believe I’m saying this but it’s actually great value for money,"So if you are comfortable with the dongle situation and if the softwares you use can run on MacOS, this is the machine to go for. It has a 2K Display and mind blowing battery life. It’s a really good machine to work on. Especially coming from a 2.5kg Gaming Laptop this was a welcome change, you can actually use this like a LAP-top. The lack of fans means you can use it on virtually any surface.Points to note:It has just 2 Thunderbolt ports and a headphone jack, so you need to use Accesories with Bluetooth compatibility or a dongle.If you are getting the base model like me, get a secondary storage device. You’ll blow through the 256 Gigs even before you know it."
Aditya More,4.0 out of 5 stars,Alright but camera is not much better😔,EVERY THING IS OK BUT JUST NUMBER OF APPS IT SUPPORTS IS VERY LIMITED.🙂
sushupti dreams,5.0 out of 5 stars,This is a beast,I love apple brand.. They might be costly but they make powerful machines.. I love this powerful machine..
Ojasvita,5.0 out of 5 stars,Value for money,The media could not be loaded.  Worthy to money.best experience
